Tên;Địa chỉ;Quận huyện;Phường xã;Vĩ độ;Kinh độ;Chiều cao;Kết cấu;Cấp công trình;Chất lượng;Sức chứa;Hình ảnh
Trường mầm non Tuổi Hoa;85 Huỳnh Ngọc Huệ;Thanh Khê;Hòa Khê;16.06236332848097;108.18475733098411;3 tầng;BTCT;3;Tốt;150;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_85_huynhngochue.jpg
Trường mầm non Mẫu Đơn;31 Mẹ Nhu;Thanh Khê;Thanh Khê Tây;16.066625392885708;108.18108582690839;2 tầng;BTCT;;Tốt;100;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_31_menhu.jpg
Trường tiểu học Lê Văn Tám;02 Trần Thanh Trung;Thanh Khê;Thanh Khê Tây;16.070013783680793;108.1764733780063;2 tầng;BTCT;3;Tốt;400;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_02_tranthanhtrung.jpg
Trường mầm non Trí Nhân;433 Tôn Đản;Cẩm Lệ;Hòa An;16.043483248132855;108.1830546052561;2 tầng;BTCT;3;Tốt;300;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_433_tondan.jpg
Trường mầm non Hoa Ngọc Lan;620 Tôn Đản;Cẩm Lệ;Hòa Phát;16.036699742501707;108.18410156373147;3 tầng;BTCT;1;Tốt;150;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_620_tondan.jpg
Trường tiểu học Thái Thị Bôi;Tổ 22 Tôn Đản;Cẩm Lệ;Hòa Phát;16.032338859831306;108.18534305878144;2 tầng;BTCT;1;Tốt;200;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_to22_tondan.jpg
Trường THCS Trần Hưng Đạo;228 Trưng Nữ Vương;Hải Châu;Bình Thuận;16.05554942645819;108.22006422946616;4 tầng;BTCT;2;Tốt;800;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_228_trungnuvuong.jpg
Trường mầm non Hoa Ban;28 Lê Bá Trinh;Hải Châu;hòa Cường Bắc;16.043797653499546;108.21956652916279;3 tầng;BTCT;2;Tốt;1000;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_28_lebatrinh.jpg
Trường tiểu học Phan Đăng Lưu;108 Phan Đăng Lưu;Hải Châu;hòa Cường Bắc;16.036748427642127;108.21785980124457;3 tầng;BTCT;2;Tốt;1000;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_108_phandangluu.jpg
Thành Đoàn Đà Nẵng;71 Xuân Thủy;Cẩm Lệ;Khuê Trung;16.02872375152783;108.21354673972068;4 tầng;BTCT;3;Tốt;100;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_71_xuanthuy.jpg
Trường THCS Trần Quy Cáp;79/7 CMT8;Cẩm Lệ;Khuê Trung;16.02113381693272;108.21352720138488;3 tầng;BTCT;3;Tốt;200;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_79-7_cmt8.jpg
Trường Cao đẳng Kinh tế Kế hoạch Đà Nẵng;143 Nguyễn Lương Bằng;Liên Chiểu;Hòa Khánh Bắc;16.07626126708267;108.14841448678862;5 tầng;BTCT;;Tốt;;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_143_nguyenluongbang.jpg
Trường THCS Nguyễn Lương Bằng;27 Nguyễn Lương Bằng;Liên Chiểu;Hòa Khánh Bắc;16.072660138856467;108.14983858351412;3 tầng;BTCT;3;Tốt;2000;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_27_nguyenluongbang.jpg
Nhà thờ Giáo xứ Hòa Khánh;50 Nguyễn Lương Bằng;Liên Chiểu;Hòa Khánh Bắc;16.073427574473804;108.1501736283883;2 tầng;BTCT;3;Tốt;800;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_50_nguyenluongbang.jpg
Trường tiểu học Âu Cơ;548 Âu Cơ;Liên Chiểu;Hòa Khánh Bắc;16.078597421902185;108.12267453214008;3 tầng;BTCT;3;Tốt;1500;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_548_auco.jpg
Trường THCS Ngô Thì Nhậm;14 Mộc Bài 5;Liên Chiểu;Hòa Khánh Nam;16.068601831356112;108.15363688064448;3 tầng;BTCT;3;Tốt;850;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_14_mocbai5.jpg
Trường tiểu học Phan Phu Tiên;79 Ngô Văn Sở;Liên Chiểu;Hòa Khánh Nam;16.06757259468636;108.14831468587171;3 tầng;BTCT;3;Tốt;800;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_79_ngovanso.jpg
Trường tiểu học Nguyễn Đức Cảnh;40 Trần Anh Tông;Liên Chiểu;Hòa Minh;16.076444907609904;108.16606294257672;3 tầng;BTCT;3;Tốt;1000;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_40_trananhtong.jpg
Trường THCS Nguyễn Chơn;89 Hồ Quý Ly;Liên Chiểu;Hòa Minh;16.072653731519587;108.17025350257047;3 tầng;BTCT;3;Tốt;1000;https://congdulieu.vn/cdldnfiles/nhatrubao/ntb_89_hoquyly.jpg
